n,d,n_circuit,n_gen,risk,cost
5,47,4,30,0.0,0.0
5,48,4,30,0.0,0.0
5,49,4,30,0.0,0.0
5,20,4,40,0.0,0.0
5,21,4,40,0.0,0.0
5,22,4,40,0.0,0.0
5,23,4,40,0.0,0.0
5,24,4,40,0.0,0.0
5,25,4,40,0.0,0.0
5,26,4,40,0.0,0.0
5,27,4,40,0.0,0.0
5,28,4,40,0.0,0.0
5,29,4,40,0.0,0.0
5,30,4,40,0.0,0.0
5,31,4,40,0.0,0.0
5,32,4,40,0.0,0.0
5,33,4,40,0.0,0.0
5,34,4,40,0.0,0.0
5,35,4,40,0.0,0.0
5,36,4,40,0.0,0.0
5,37,4,40,0.0,0.0
5,38,4,40,0.0,0.0
5,39,4,40,0.0,0.0
5,40,4,40,0.0,0.0
5,41,4,40,0.0,0.0
5,42,4,40,0.0,0.0
5,43,4,40,0.0,0.0
5,44,4,40,0.0,0.0
5,45,4,40,0.0,0.0
5,46,4,40,0.0,0.0
5,47,4,40,0.0,0.0
5,48,4,40,0.0,0.0
5,49,4,40,0.0,0.0
5,20,4,50,0.0,0.0
5,21,4,50,0.0,0.0
5,22,4,50,0.0,0.0
5,23,4,50,0.0,0.0
5,24,4,50,0.0,0.0
5,25,4,50,0.0,0.0
5,26,4,50,0.0,0.0
5,27,4,50,0.0,0.0
5,28,4,50,0.0,0.0
5,29,4,50,0.0,0.0
5,30,4,50,0.0,0.0
5,31,4,50,0.0,0.0
5,32,4,50,0.0,0.0
5,33,4,50,0.0,0.0
5,34,4,50,0.0,0.0
5,35,4,50,0.0,0.0
5,36,4,50,0.0,0.0
5,37,4,50,0.0,0.0
5,38,4,50,0.0,0.0
5,39,4,50,0.0,0.0
5,40,4,50,0.0,0.0
5,41,4,50,0.0,0.0
5,42,4,50,0.0,0.0
5,43,4,50,0.0,0.0
5,44,4,50,0.0,0.0
5,45,4,50,0.0,0.0
5,46,4,50,0.0,0.0
5,47,4,50,0.0,0.0
5,48,4,50,0.0,0.0
5,49,4,50,0.0,0.0
5,20,8,10,0.0,0.0
5,21,8,10,0.0,0.0
5,22,8,10,0.0,0.0
5,23,8,10,0.0,0.0
5,24,8,10,0.0,0.0
5,25,8,10,0.0,0.0
5,26,8,10,0.0,0.0
5,27,8,10,0.0,0.0
5,28,8,10,0.0,0.0
5,29,8,10,0.0,0.0
5,30,8,10,0.0,0.0
5,31,8,10,0.0,0.0
5,32,8,10,0.0,0.0
5,33,8,10,0.0,0.0
5,34,8,10,0.0,0.0
5,35,8,10,0.0,0.0
5,36,8,10,0.0,0.0
5,37,8,10,0.0,0.0
5,38,8,10,0.0,0.0
5,39,8,10,0.0,0.0
5,40,8,10,0.0,0.0
5,41,8,10,0.0,0.0
5,42,8,10,0.0,0.0
5,43,8,10,0.0,0.0
5,44,8,10,0.0,0.0
5,45,8,10,0.0,0.0
5,46,8,10,0.0,0.0
5,47,8,10,0.0,0.0
5,48,8,10,0.0,0.0
5,49,8,10,0.0,0.0
5,20,8,20,0.0,0.0
5,21,8,20,0.0,0.0
5,22,8,20,0.0,0.0
5,23,8,20,0.0,0.0
5,24,8,20,0.0,0.0
5,25,8,20,0.0,0.0
5,26,8,20,0.0,0.0
5,27,8,20,0.0,0.0
5,28,8,20,0.0,0.0
5,29,8,20,0.0,0.0
5,30,8,20,0.0,0.0
5,31,8,20,0.0,0.0
5,32,8,20,0.0,0.0
5,33,8,20,0.0,0.0
5,34,8,20,0.0,0.0
5,35,8,20,0.0,0.0
5,36,8,20,0.0,0.0
5,37,8,20,0.0,0.0
5,38,8,20,0.0,0.0
5,39,8,20,0.0,0.0
5,40,8,20,0.0,0.0
5,41,8,20,0.0,0.0
5,42,8,20,0.0,0.0
5,43,8,20,0.0,0.0
5,44,8,20,0.0,0.0
5,45,8,20,0.0,0.0
5,46,8,20,0.0,0.0
5,47,8,20,0.0,0.0
5,48,8,20,0.0,0.0
5,49,8,20,0.0,0.0
5,20,8,30,0.0,0.0
5,21,8,30,0.0,0.0
5,22,8,30,0.0,0.0
5,23,8,30,0.0,0.0
5,24,8,30,0.0,0.0
5,25,8,30,0.0,0.0
5,26,8,30,0.0,0.0
5,27,8,30,0.0,0.0
5,28,8,30,0.0,0.0
5,29,8,30,0.0,0.0
5,30,8,30,0.0,0.0
5,31,8,30,0.0,0.0
5,32,8,30,0.0,0.0
5,33,8,30,0.0,0.0
5,34,8,30,0.0,0.0
5,35,8,30,0.0,0.0
5,36,8,30,0.0,0.0
5,37,8,30,0.0,0.0
5,38,8,30,0.0,0.0
5,39,8,30,0.0,0.0
5,40,8,30,0.0,0.0
5,41,8,30,0.0,0.0
5,42,8,30,0.0,0.0
5,43,8,30,0.0,0.0
5,44,8,30,0.0,0.0
5,45,8,30,0.0,0.0
5,46,8,30,0.0,0.0
5,47,8,30,0.0,0.0
5,48,8,30,0.0,0.0
5,49,8,30,0.0,0.0
5,20,8,40,0.0,0.0
5,21,8,40,0.0,0.0
5,22,8,40,0.0,0.0
5,23,8,40,0.0,0.0
5,24,8,40,0.0,0.0
5,25,8,40,0.0,0.0
5,26,8,40,0.0,0.0
5,27,8,40,0.0,0.0
5,28,8,40,0.0,0.0
5,29,8,40,0.0,0.0
5,30,8,40,0.0,0.0
5,31,8,40,0.0,0.0
5,32,8,40,0.0,0.0
5,33,8,40,0.0,0.0
5,34,8,40,0.0,0.0
5,35,8,40,0.0,0.0
5,36,8,40,0.0,0.0
5,37,8,40,0.0,0.0
5,38,8,40,0.0,0.0
5,39,8,40,0.0,0.0
5,40,8,40,0.0,0.0
5,41,8,40,0.0,0.0
5,42,8,40,0.0,0.0
5,43,8,40,0.0,0.0
5,44,8,40,0.0,0.0
5,45,8,40,0.0,0.0
5,46,8,40,0.0,0.0
5,47,8,40,0.0,0.0
5,48,8,40,0.0,0.0
5,49,8,40,0.0,0.0
5,20,8,50,0.0,0.0
5,21,8,50,0.0,0.0
5,22,8,50,0.0,0.0
5,23,8,50,0.0,0.0
5,24,8,50,0.0,0.0
5,25,8,50,0.0,0.0
5,26,8,50,0.0,0.0
5,27,8,50,0.0,0.0
5,28,8,50,0.0,0.0
5,29,8,50,0.0,0.0
5,30,8,50,0.0,0.0
5,31,8,50,0.0,0.0
5,32,8,50,0.0,0.0
5,33,8,50,0.0,0.0
5,34,8,50,0.0,0.0
5,35,8,50,0.0,0.0
5,36,8,50,0.0,0.0
5,37,8,50,0.0,0.0
5,38,8,50,0.0,0.0
5,39,8,50,0.0,0.0
5,40,8,50,0.0,0.0
5,41,8,50,0.0,0.0
5,42,8,50,0.0,0.0
5,43,8,50,0.0,0.0
5,44,8,50,0.0,0.0
5,45,8,50,0.0,0.0
5,46,8,50,0.0,0.0
5,47,8,50,0.0,0.0
5,48,8,50,0.0,0.0
5,49,8,50,0.0,0.0
5,20,16,10,0.0,0.0
5,21,16,10,0.0,0.0
5,22,16,10,0.0,0.0
5,23,16,10,0.0,0.0
5,24,16,10,0.0,0.0
5,25,16,10,0.0,0.0
5,26,16,10,0.0,0.0
5,27,16,10,0.0,0.0
5,28,16,10,0.0,0.0
5,29,16,10,0.0,0.0
5,30,16,10,0.0,0.0
5,31,16,10,0.0,0.0
5,32,16,10,0.0,0.0
5,33,16,10,0.0,0.0
5,34,16,10,0.0,0.0
5,35,16,10,0.0,0.0
5,36,16,10,0.0,0.0
5,37,16,10,0.0,0.0
5,38,16,10,0.0,0.0
5,39,16,10,0.0,0.0
5,40,16,10,0.0,0.0
5,41,16,10,0.0,0.0
5,42,16,10,0.0,0.0
5,43,16,10,0.0,0.0
5,44,16,10,0.0,0.0
5,45,16,10,0.0,0.0
5,46,16,10,0.0,0.0
5,47,16,10,0.0,0.0
5,48,16,10,0.0,0.0
5,49,16,10,0.0,0.0
5,20,16,20,0.0,0.0
5,21,16,20,0.0,0.0
5,22,16,20,0.0,0.0
5,23,16,20,0.0,0.0
5,24,16,20,0.0,0.0
5,25,16,20,0.0,0.0
5,26,16,20,0.0,0.0
5,27,16,20,0.0,0.0
5,28,16,20,0.0,0.0
5,29,16,20,0.0,0.0
5,30,16,20,0.0,0.0
5,31,16,20,0.0,0.0
5,32,16,20,0.0,0.0
5,33,16,20,0.0,0.0
5,34,16,20,0.0,0.0
5,35,16,20,0.0,0.0
5,36,16,20,0.0,0.0
5,37,16,20,0.0,0.0
5,38,16,20,0.0,0.0
5,39,16,20,0.0,0.0
5,40,16,20,0.0,0.0
5,41,16,20,0.0,0.0
5,42,16,20,0.0,0.0
5,43,16,20,0.0,0.0
5,44,16,20,0.0,0.0
5,45,16,20,0.0,0.0
5,46,16,20,0.0,0.0
5,47,16,20,0.0,0.0
5,48,16,20,0.0,0.0
5,49,16,20,0.0,0.0
5,20,16,30,0.0,0.0
5,21,16,30,0.0,0.0
5,22,16,30,0.0,0.0
5,23,16,30,0.0,0.0
5,24,16,30,0.0,0.0
5,25,16,30,0.0,0.0
5,26,16,30,0.0,0.0
5,27,16,30,0.0,0.0
5,28,16,30,0.0,0.0
5,29,16,30,0.0,0.0
5,30,16,30,0.0,0.0
5,31,16,30,0.0,0.0
5,32,16,30,0.0,0.0
5,33,16,30,0.0,0.0
5,34,16,30,0.0,0.0
5,35,16,30,0.0,0.0
5,36,16,30,0.0,0.0
5,37,16,30,0.0,0.0
5,38,16,30,0.0,0.0
5,39,16,30,0.0,0.0
5,40,16,30,0.0,0.0
5,41,16,30,0.0,0.0
5,42,16,30,0.0,0.0
5,43,16,30,0.0,0.0
5,44,16,30,0.0,0.0
5,45,16,30,0.0,0.0
5,46,16,30,0.0,0.0
5,47,16,30,0.0,0.0
5,48,16,30,0.0,0.0
5,49,16,30,0.0,0.0
5,20,16,40,0.0,0.0
5,21,16,40,0.0,0.0
5,22,16,40,0.0,0.0
5,23,16,40,0.0,0.0
5,24,16,40,0.0,0.0
5,25,16,40,0.0,0.0
5,26,16,40,0.0,0.0
5,27,16,40,0.0,0.0
5,28,16,40,0.0,0.0
5,29,16,40,0.0,0.0
5,30,16,40,0.0,0.0
5,31,16,40,0.0,0.0
5,32,16,40,0.0,0.0
5,33,16,40,0.0,0.0
5,34,16,40,0.0,0.0
5,35,16,40,0.0,0.0
5,36,16,40,0.0,0.0
5,37,16,40,0.0,0.0
5,38,16,40,0.0,0.0
5,39,16,40,0.0,0.0
5,40,16,40,0.0,0.0
5,41,16,40,0.0,0.0
5,42,16,40,0.0,0.0
5,43,16,40,0.0,0.0
5,44,16,40,0.0,0.0
5,45,16,40,0.0,0.0
5,46,16,40,0.0,0.0
5,47,16,40,0.0,0.0
5,48,16,40,0.0,0.0
5,49,16,40,0.0,0.0
5,20,16,50,0.0,0.0
5,21,16,50,0.0,0.0
5,22,16,50,0.0,0.0
5,23,16,50,0.0,0.0
5,24,16,50,0.0,0.0
5,25,16,50,0.0,0.0
5,26,16,50,0.0,0.0
5,27,16,50,0.0,0.0
5,28,16,50,0.0,0.0
5,29,16,50,0.0,0.0
5,30,16,50,0.0,0.0
5,31,16,50,0.0,0.0
5,32,16,50,0.0,0.0
5,33,16,50,0.0,0.0
5,34,16,50,0.0,0.0
5,35,16,50,0.0,0.0
5,36,16,50,0.0,0.0
5,37,16,50,0.0,0.0
5,38,16,50,0.0,0.0
5,39,16,50,0.0,0.0
5,40,16,50,0.0,0.0
5,41,16,50,0.0,0.0
5,42,16,50,0.0,0.0
5,43,16,50,0.0,0.0
5,44,16,50,0.0,0.0
5,45,16,50,0.0,0.0
5,46,16,50,0.0,0.0
5,47,16,50,0.0,0.0
5,48,16,50,0.0,0.0
5,49,16,50,0.0,0.0
5,20,32,10,0.0,0.0
5,21,32,10,0.0,0.0
5,22,32,10,0.0,0.0
5,23,32,10,0.0,0.0
5,24,32,10,0.0,0.0
5,25,32,10,0.0,0.0
5,26,32,10,0.0,0.0
5,27,32,10,0.0,0.0
5,28,32,10,0.0,0.0
5,29,32,10,0.0,0.0
5,30,32,10,0.0,0.0
5,31,32,10,0.0,0.0
5,32,32,10,0.0,0.0
5,33,32,10,0.0,0.0
5,34,32,10,0.0,0.0
5,35,32,10,0.0,0.0
5,36,32,10,0.0,0.0
5,37,32,10,0.0,0.0
5,38,32,10,0.0,0.0
5,39,32,10,0.0,0.0
5,40,32,10,0.0,0.0
5,41,32,10,0.0,0.0
5,42,32,10,0.0,0.0
5,43,32,10,0.0,0.0
5,44,32,10,0.0,0.0
5,45,32,10,0.0,0.0
5,46,32,10,0.0,0.0
5,47,32,10,0.0,0.0
5,48,32,10,0.0,0.0
5,49,32,10,0.0,0.0
5,20,32,20,0.0,0.0
5,21,32,20,0.0,0.0
5,22,32,20,0.0,0.0
5,23,32,20,0.0,0.0
5,24,32,20,0.0,0.0
5,25,32,20,0.0,0.0
5,26,32,20,0.0,0.0
5,27,32,20,0.0,0.0
5,28,32,20,0.0,0.0
5,29,32,20,0.0,0.0
5,30,32,20,0.0,0.0
5,31,32,20,0.0,0.0
5,32,32,20,0.0,0.0
5,33,32,20,0.0,0.0
5,34,32,20,0.0,0.0
5,35,32,20,0.0,0.0
5,36,32,20,0.0,0.0
5,37,32,20,0.0,0.0
5,38,32,20,0.0,0.0
5,39,32,20,0.0,0.0
5,40,32,20,0.0,0.0
5,41,32,20,0.0,0.0
5,42,32,20,0.0,0.0
5,43,32,20,0.0,0.0
5,44,32,20,0.0,0.0
5,45,32,20,0.0,0.0
5,46,32,20,0.0,0.0
5,47,32,20,0.0,0.0
5,48,32,20,0.0,0.0
5,49,32,20,0.0,0.0
5,20,32,30,0.0,0.0
5,21,32,30,0.0,0.0
5,22,32,30,0.0,0.0
5,23,32,30,0.0,0.0
5,24,32,30,0.0,0.0
5,25,32,30,0.0,0.0
5,26,32,30,0.0,0.0
5,27,32,30,0.0,0.0
5,28,32,30,0.0,0.0
5,29,32,30,0.0,0.0
5,30,32,30,0.0,0.0
5,31,32,30,0.0,0.0
5,32,32,30,0.0,0.0
5,33,32,30,0.0,0.0
5,34,32,30,0.0,0.0
5,35,32,30,0.0,0.0
5,36,32,30,0.0,0.0
5,37,32,30,0.0,0.0
5,38,32,30,0.0,0.0
5,39,32,30,0.0,0.0
5,40,32,30,0.0,0.0
5,41,32,30,0.0,0.0
5,42,32,30,0.0,0.0
5,43,32,30,0.0,0.0
5,44,32,30,0.0,0.0
5,45,32,30,0.0,0.0
5,46,32,30,0.0,0.0
5,47,32,30,0.0,0.0
5,48,32,30,0.0,0.0
5,49,32,30,0.0,0.0
5,20,32,40,0.0,0.0
5,21,32,40,0.0,0.0
5,22,32,40,0.0,0.0
5,23,32,40,0.0,0.0
5,24,32,40,0.0,0.0
5,25,32,40,0.0,0.0
5,26,32,40,0.0,0.0
5,27,32,40,0.0,0.0
5,28,32,40,0.0,0.0
5,29,32,40,0.0,0.0
5,30,32,40,0.0,0.0
5,31,32,40,0.0,0.0
5,32,32,40,0.0,0.0
5,33,32,40,0.0,0.0
5,34,32,40,0.0,0.0
5,35,32,40,0.0,0.0
5,36,32,40,0.0,0.0
5,37,32,40,0.0,0.0
5,38,32,40,0.0,0.0
5,39,32,40,0.0,0.0
5,40,32,40,0.0,0.0
5,41,32,40,0.0,0.0
5,42,32,40,0.0,0.0
5,43,32,40,0.0,0.0
5,44,32,40,0.0,0.0
5,45,32,40,0.0,0.0
5,46,32,40,0.0,0.0
5,47,32,40,0.0,0.0
5,48,32,40,0.0,0.0
5,49,32,40,0.0,0.0
5,20,32,50,0.0,0.0
5,21,32,50,0.0,0.0
5,22,32,50,0.0,0.0
5,23,32,50,0.0,0.0
5,24,32,50,0.0,0.0
5,25,32,50,0.0,0.0
5,26,32,50,0.0,0.0
5,27,32,50,0.0,0.0
5,28,32,50,0.0,0.0
5,29,32,50,0.0,0.0
5,30,32,50,0.0,0.0
5,31,32,50,0.0,0.0
5,32,32,50,0.0,0.0
5,33,32,50,0.0,0.0
5,34,32,50,0.0,0.0
5,35,32,50,0.0,0.0
5,36,32,50,0.0,0.0
5,37,32,50,0.0,0.0
5,38,32,50,0.0,0.0
5,39,32,50,0.0,0.0
5,40,32,50,0.0,0.0
5,41,32,50,0.0,0.0
5,42,32,50,0.0,0.0
5,43,32,50,0.0,0.0
5,44,32,50,0.0,0.0
5,45,32,50,0.0,0.0
5,46,32,50,0.0,0.0
5,47,32,50,0.0,0.0
5,48,32,50,0.0,0.0
5,49,32,50,0.0,0.0
6,30,4,10,0.0,0.0
6,31,4,10,0.0,0.0
6,32,4,10,0.0,0.0
6,33,4,10,0.0,0.0
6,34,4,10,0.0,0.0
6,35,4,10,0.0,0.0
6,36,4,10,0.0,0.0
6,37,4,10,0.0,0.0
6,38,4,10,0.0,0.0
6,39,4,10,0.0,0.0
6,40,4,10,0.0,0.0
6,41,4,10,0.0,0.0
6,42,4,10,0.0,0.0
6,43,4,10,0.0,0.0
6,44,4,10,0.0,0.0
6,45,4,10,0.0,0.0
6,46,4,10,0.0,0.0
6,47,4,10,0.0,0.0
6,48,4,10,0.0,0.0
6,49,4,10,0.0,0.0
6,50,4,10,0.0,0.0
6,51,4,10,0.0,0.0
6,52,4,10,0.0,0.0
6,53,4,10,0.0,0.0
6,54,4,10,0.0,0.0
6,55,4,10,0.0,0.0
6,56,4,10,0.0,0.0
6,57,4,10,0.0,0.0
6,58,4,10,0.0,0.0
6,59,4,10,0.0,0.0
6,60,4,10,0.0,0.0
6,61,4,10,0.0,0.0
6,62,4,10,0.0,0.0
6,63,4,10,0.0,0.0
6,64,4,10,0.0,0.0
6,65,4,10,0.0,0.0
6,66,4,10,0.0,0.0
6,67,4,10,0.0,0.0
6,68,4,10,0.0,0.0
6,69,4,10,0.0,0.0
6,30,4,20,0.0,0.0
6,31,4,20,0.0,0.0
6,32,4,20,0.0,0.0
6,33,4,20,0.0,0.0
6,34,4,20,0.0,0.0
6,35,4,20,0.0,0.0
6,36,4,20,0.0,0.0
6,37,4,20,0.0,0.0
6,38,4,20,0.0,0.0
6,39,4,20,0.0,0.0
6,40,4,20,0.0,0.0
6,41,4,20,0.0,0.0
6,42,4,20,0.0,0.0
6,43,4,20,0.0,0.0
6,44,4,20,0.0,0.0
6,45,4,20,0.0,0.0
6,46,4,20,0.0,0.0
6,47,4,20,0.0,0.0
6,48,4,20,0.0,0.0
6,49,4,20,0.0,0.0
6,50,4,20,0.0,0.0
6,51,4,20,0.0,0.0
6,52,4,20,0.0,0.0
6,53,4,20,0.0,0.0
6,54,4,20,0.0,0.0
6,55,4,20,0.0,0.0
6,56,4,20,0.0,0.0
6,57,4,20,0.0,0.0
6,58,4,20,0.0,0.0
6,59,4,20,0.0,0.0
6,60,4,20,0.0,0.0
6,61,4,20,0.0,0.0
6,62,4,20,0.0,0.0
6,63,4,20,0.0,0.0
6,64,4,20,0.0,0.0
6,65,4,20,0.0,0.0
6,66,4,20,0.0,0.0
6,67,4,20,0.0,0.0
6,68,4,20,0.0,0.0
6,69,4,20,0.0,0.0
6,30,4,30,0.0,0.0
6,31,4,30,0.0,0.0
6,32,4,30,0.0,0.0
6,33,4,30,0.0,0.0
6,34,4,30,0.0,0.0
6,35,4,30,0.0,0.0
6,36,4,30,0.0,0.0
6,37,4,30,0.0,0.0
6,38,4,30,0.0,0.0
6,39,4,30,0.0,0.0
6,40,4,30,0.0,0.0
6,41,4,30,0.0,0.0
6,42,4,30,0.0,0.0
6,43,4,30,0.0,0.0
6,44,4,30,0.0,0.0
6,45,4,30,0.0,0.0
6,46,4,30,0.0,0.0
6,47,4,30,0.0,0.0
6,48,4,30,0.0,0.0
6,49,4,30,0.0,0.0
6,50,4,30,0.0,0.0
6,51,4,30,0.0,0.0
6,52,4,30,0.0,0.0
6,53,4,30,0.0,0.0
6,54,4,30,0.0,0.0
6,55,4,30,0.0,0.0
6,56,4,30,0.0,0.0
6,57,4,30,0.0,0.0
6,58,4,30,0.0,0.0
6,59,4,30,0.0,0.0
6,60,4,30,0.0,0.0
6,61,4,30,0.0,0.0
6,62,4,30,0.0,0.0
6,63,4,30,0.0,0.0
6,64,4,30,0.0,0.0
6,65,4,30,0.0,0.0
6,66,4,30,0.0,0.0
6,67,4,30,0.0,0.0
6,68,4,30,0.0,0.0
6,69,4,30,0.0,0.0
6,30,4,40,0.0,0.0
6,31,4,40,0.0,0.0
6,32,4,40,0.0,0.0
6,33,4,40,0.0,0.0
6,34,4,40,0.0,0.0
6,35,4,40,0.0,0.0
6,36,4,40,0.0,0.0
6,37,4,40,0.0,0.0
6,38,4,40,0.0,0.0
6,39,4,40,0.0,0.0
6,40,4,40,0.0,0.0
6,41,4,40,0.0,0.0
6,42,4,40,0.0,0.0
6,43,4,40,0.0,0.0
6,44,4,40,0.0,0.0
6,45,4,40,0.0,0.0
6,46,4,40,0.0,0.0
6,47,4,40,0.0,0.0
6,48,4,40,0.0,0.0
6,49,4,40,0.0,0.0
6,50,4,40,0.0,0.0
6,51,4,40,0.0,0.0
6,52,4,40,0.0,0.0
6,53,4,40,0.0,0.0
6,54,4,40,0.0,0.0
6,55,4,40,0.0,0.0
6,56,4,40,0.0,0.0
6,57,4,40,0.0,0.0
6,58,4,40,0.0,0.0
6,59,4,40,0.0,0.0
6,60,4,40,0.0,0.0
6,61,4,40,0.0,0.0
6,62,4,40,0.0,0.0
6,63,4,40,0.0,0.0
6,64,4,40,0.0,0.0
6,65,4,40,0.0,0.0
6,66,4,40,0.0,0.0
6,67,4,40,0.0,0.0
6,68,4,40,0.0,0.0
6,69,4,40,0.0,0.0
6,30,4,50,0.0,0.0
6,31,4,50,0.0,0.0
6,32,4,50,0.0,0.0
6,33,4,50,0.0,0.0
6,34,4,50,0.0,0.0
6,35,4,50,0.0,0.0
6,36,4,50,0.0,0.0
6,37,4,50,0.0,0.0
6,38,4,50,0.0,0.0
6,39,4,50,0.0,0.0
6,40,4,50,0.0,0.0
6,41,4,50,0.0,0.0
6,42,4,50,0.0,0.0
6,43,4,50,0.0,0.0
6,44,4,50,0.0,0.0
6,45,4,50,0.0,0.0
6,46,4,50,0.0,0.0
6,47,4,50,0.0,0.0
6,48,4,50,0.0,0.0
6,49,4,50,0.0,0.0
6,50,4,50,0.0,0.0
6,51,4,50,0.0,0.0
6,52,4,50,0.0,0.0
6,53,4,50,0.0,0.0
6,54,4,50,0.0,0.0
6,55,4,50,0.0,0.0
6,56,4,50,0.0,0.0
6,57,4,50,0.0,0.0
6,58,4,50,0.0,0.0
6,59,4,50,0.0,0.0
6,60,4,50,0.0,0.0
6,61,4,50,0.0,0.0
6,62,4,50,0.0,0.0
6,63,4,50,0.0,0.0
6,64,4,50,0.0,0.0
6,65,4,50,0.0,0.0
6,66,4,50,0.0,0.0
6,67,4,50,0.0,0.0
6,68,4,50,0.0,0.0
6,69,4,50,0.0,0.0
6,30,8,10,0.0,0.0
6,31,8,10,0.0,0.0
6,32,8,10,0.0,0.0
6,33,8,10,0.0,0.0
6,34,8,10,0.0,0.0
6,35,8,10,0.0,0.0
6,36,8,10,0.0,0.0
6,37,8,10,0.0,0.0
6,38,8,10,0.0,0.0
6,39,8,10,0.0,0.0
6,40,8,10,0.0,0.0
6,41,8,10,0.0,0.0
6,42,8,10,0.0,0.0
6,43,8,10,0.0,0.0
6,44,8,10,0.0,0.0
6,45,8,10,0.0,0.0
6,46,8,10,0.0,0.0
6,47,8,10,0.0,0.0
6,48,8,10,0.0,0.0
6,49,8,10,0.0,0.0
6,50,8,10,0.0,0.0
6,51,8,10,0.0,0.0
6,52,8,10,0.0,0.0
6,53,8,10,0.0,0.0
6,54,8,10,0.0,0.0
6,55,8,10,0.0,0.0
6,56,8,10,0.0,0.0
6,57,8,10,0.0,0.0
6,58,8,10,0.0,0.0
6,59,8,10,0.0,0.0
6,60,8,10,0.0,0.0
6,61,8,10,0.0,0.0
6,62,8,10,0.0,0.0
6,63,8,10,0.0,0.0
6,64,8,10,0.0,0.0
6,65,8,10,0.0,0.0
6,66,8,10,0.0,0.0
6,67,8,10,0.0,0.0
6,68,8,10,0.0,0.0
6,69,8,10,0.0,0.0
6,30,8,20,0.0,0.0
6,31,8,20,0.0,0.0
6,32,8,20,0.0,0.0
6,33,8,20,0.0,0.0
6,34,8,20,0.0,0.0
6,35,8,20,0.0,0.0
6,36,8,20,0.0,0.0
6,37,8,20,0.0,0.0
6,38,8,20,0.0,0.0
6,39,8,20,0.0,0.0
6,40,8,20,0.0,0.0
6,41,8,20,0.0,0.0
6,42,8,20,0.0,0.0
6,43,8,20,0.0,0.0
6,44,8,20,0.0,0.0
6,45,8,20,0.0,0.0
6,46,8,20,0.0,0.0
6,47,8,20,0.0,0.0
6,48,8,20,0.0,0.0
6,49,8,20,0.0,0.0
6,50,8,20,0.0,0.0
6,51,8,20,0.0,0.0
6,52,8,20,0.0,0.0
6,53,8,20,0.0,0.0
6,54,8,20,0.0,0.0
6,55,8,20,0.0,0.0
6,56,8,20,0.0,0.0
6,57,8,20,0.0,0.0
6,58,8,20,0.0,0.0
6,59,8,20,0.0,0.0
6,60,8,20,0.0,0.0
6,61,8,20,0.0,0.0
6,62,8,20,0.0,0.0
6,63,8,20,0.0,0.0
6,64,8,20,0.0,0.0
6,65,8,20,0.0,0.0
6,66,8,20,0.0,0.0
6,67,8,20,0.0,0.0
6,68,8,20,0.0,0.0
6,69,8,20,0.0,0.0
6,30,8,30,0.0,0.0
6,31,8,30,0.0,0.0
6,32,8,30,0.0,0.0
6,33,8,30,0.0,0.0
6,34,8,30,0.0,0.0
6,35,8,30,0.0,0.0
6,36,8,30,0.0,0.0
6,37,8,30,0.0,0.0
6,38,8,30,0.0,0.0
6,39,8,30,0.0,0.0
6,40,8,30,0.0,0.0
6,41,8,30,0.0,0.0
6,42,8,30,0.0,0.0
6,43,8,30,0.0,0.0
6,44,8,30,0.0,0.0
6,45,8,30,0.0,0.0
6,46,8,30,0.0,0.0
6,47,8,30,0.0,0.0
6,48,8,30,0.0,0.0
6,49,8,30,0.0,0.0
6,50,8,30,0.0,0.0
6,51,8,30,0.0,0.0
6,52,8,30,0.0,0.0
6,53,8,30,0.0,0.0
6,54,8,30,0.0,0.0
6,55,8,30,0.0,0.0
6,56,8,30,0.0,0.0
6,57,8,30,0.0,0.0
6,58,8,30,0.0,0.0
6,59,8,30,0.0,0.0
6,60,8,30,0.0,0.0
6,61,8,30,0.0,0.0
6,62,8,30,0.0,0.0
6,63,8,30,0.0,0.0
6,64,8,30,0.0,0.0
6,65,8,30,0.0,0.0
6,66,8,30,0.0,0.0
6,67,8,30,0.0,0.0
6,68,8,30,0.0,0.0
6,69,8,30,0.0,0.0
6,30,8,40,0.0,0.0
6,31,8,40,0.0,0.0
6,32,8,40,0.0,0.0
6,33,8,40,0.0,0.0
6,34,8,40,0.0,0.0
6,35,8,40,0.0,0.0
6,36,8,40,0.0,0.0
6,37,8,40,0.0,0.0
6,38,8,40,0.0,0.0
6,39,8,40,0.0,0.0
6,40,8,40,0.0,0.0
6,41,8,40,0.0,0.0
6,42,8,40,0.0,0.0
6,43,8,40,0.0,0.0
6,44,8,40,0.0,0.0
6,45,8,40,0.0,0.0
6,46,8,40,0.0,0.0
6,47,8,40,0.0,0.0
6,48,8,40,0.0,0.0
6,49,8,40,0.0,0.0
6,50,8,40,0.0,0.0
6,51,8,40,0.0,0.0
6,52,8,40,0.0,0.0
6,53,8,40,0.0,0.0
6,54,8,40,0.0,0.0
6,55,8,40,0.0,0.0
6,56,8,40,0.0,0.0
6,57,8,40,0.0,0.0
6,58,8,40,0.0,0.0
6,59,8,40,0.0,0.0
6,60,8,40,0.0,0.0
6,61,8,40,0.0,0.0
6,62,8,40,0.0,0.0
6,63,8,40,0.0,0.0
6,64,8,40,0.0,0.0
6,65,8,40,0.0,0.0
6,66,8,40,0.0,0.0
6,67,8,40,0.0,0.0
6,68,8,40,0.0,0.0
6,69,8,40,0.0,0.0
